title,popularity,genres,rating,language
In the Nguyen Kitchen,12,"Comedy, Music",6.5,fr
Raspberry,12,Drama,0,en
Kadhalikka Neramillai,12,"Romance, Drama, Comedy",6.2,ta
Blake Buried A Body,12,"Horror, Drama, Fantasy",0,en
Lost Bullet 3,12,"Action, Crime, Thriller",0,fr
The Love Club Moms: Nila,12,"TV Movie, Comedy, Romance",0,en
The Life List,12,"Romance, Comedy",0,en
Aldnoah.Zero (Re+),12,"Action, Science Fiction, Animation",0,ja
Mononoke the Movie: The Ashes of Rage,12,"Animation, Fantasy, Mystery, Horror",0,ja
Brainbeats,12,Documentary,0,nl
Eloise's Summer,12,Documentary,0,nl
Clean Sheets,12,Documentary,0,nl
Wheelie Boys,12,Documentary,0,nl
Just Jools,12,Documentary,0,nl
Ladies & Gentlemen... 50 Years of SNL Music,12,"Music, Documentary, TV Movie",8,en
It’s Okay!,12,"Family, Comedy",0,ko
Rekhachithram,12,"Mystery, Thriller",7,ml
Sealed Video 75: Hina Dolls,12,Horror,0,ja
Easy Money,11,"Drama, Thriller, Crime",6.5,sv
The Round Up,11,"Drama, History, War",7.55,fr
The Horde,11,"Action, Horror, Thriller",5.927,fr
6 Souls,11,"Horror, Mystery, Thriller",6.1,en
I Am Love,11,"Drama, Romance",6.8,it
The Housemaid,11,"Thriller, Drama",6.4,ko
The Boy Who Cried Werewolf,11,"Family, Fantasy, TV Movie, Comedy",6.4,en
Horny House of Horror,11,"Horror, Comedy",4.7,ja
Outside the Law,11,"Action, Drama, History, War",6.6,fr
My Soul to Take,11,"Horror, Mystery",5.5,en
Beautiful Lies,11,"Comedy, Romance",6.066,fr
Mobile Suit Gundam 00 The Movie: -A Wakening of the Trailblazer-,11,"Action, Animation, Drama, Science Fiction, War",6.3,ja
Stake Land,11,"Drama, Horror, Science Fiction",6.2,en
LEGO: The Adventures of Clutch Powers,11,"Action, Adventure, Animation, Family",5.8,is
Ice Quake,11,"Science Fiction, Action, Thriller, TV Movie, Adventure",4.8,en
You Don't Know Jack,11,"Drama, TV Movie",7.1,en
Ramona and Beezus,11,"Comedy, Family",6.5,en
Sennentuntschi: Curse of the Alps,11,"Thriller, Horror, Mystery",6.4,de
Norwegian Wood,11,"Drama, Romance",6.3,ja
Tamara Drewe,11,"Comedy, Romance",5.9,en
Arctic Blast,11,"Science Fiction, Action",5.7,en
Enthiran,11,"Action, Science Fiction",6.6,ta
14 Blades,11,"Drama, Action, Thriller",6.3,zh
Stone,11,"Drama, Thriller, Action, Mystery",5.3,en
Loft,11,Thriller,6.2,nl
The Joneses,11,"Comedy, Drama",6.188,en
The Company Men,11,Drama,6.5,en
Womb,11,"Romance, Science Fiction",6,en
Mirrors 2,11,"Horror, Mystery, Fantasy",5.5,en
Kung Fu Panda Holiday,11,"Animation, Family, TV Movie, Comedy, Fantasy",6.974,en
Hunt to Kill,11,"Action, Adventure, Thriller",5.592,en
Greenberg,11,"Comedy, Drama, Romance",5.9,en
Little Big Soldier,11,"Action, Comedy, Adventure",6.9,zh
Just Wright,11,"Romance, Comedy",6.6,en
Somewhere,11,Drama,6.1,en
In Her Skin,11,"Drama, Thriller",6,en
Wrecked,11,"Mystery, Thriller, Horror",5.4,en
StreetDance 3D,11,"Music, Romance, Drama",6.5,en
Leap Year,11,"Drama, Romance",6.3,es
Bucky Larson: Born to Be a Star,11,Comedy,4.3,en
Barbie: A Perfect Christmas,11,"Animation, Family",6.7,en
Marvel One-Shot: The Consultant,11,"Adventure, Fantasy, Science Fiction, Action",6.3,en
Apollo 18,11,"Horror, Thriller, Science Fiction",5.3,en
Samsara,11,Documentary,8.1,en
Torrente 4: Lethal crisis,11,"Comedy, Crime, Action",5.5,es
Welcome Aboard,11,Comedy,5.491,fr
My Way,11,"Drama, Action, History, War",7.852,ko
Young Adult,11,"Comedy, Drama",5.8,en
Children of the Corn: Genesis,11,"Horror, Thriller",4.1,en
The Prey,11,"Action, Crime, Thriller",6.416,fr
Kung Fu Panda: Secrets of the Masters,11,"Animation, Action, Comedy",6.4,en
The Son of No One,11,"Drama, Thriller, Crime",5.1,en
Once Upon a Time in Anatolia,11,"Drama, Crime",7.5,tr
Everything Must Go,11,"Comedy, Drama, Romance",6.155,en
Meek's Cutoff,11,"Western, Drama",6.5,en
Dolphin Tale,11,"Drama, Family",6.9,en
"Leafie, a Hen Into the Wild",11,"Animation, Family, Adventure, Drama",7.8,ko
Rockstar,11,"Drama, Music, Romance",7.3,hi
Chalet Girl,11,"Comedy, Romance",6.4,en
Arthur,11,"Comedy, Romance",5.5,en
Tomboy,11,Drama,7.3,fr
The Front Line,11,"Drama, Action, War",7.2,ko
My Little Princess,11,Drama,6.518,fr
The Ledge,11,"Drama, Thriller",6.133,en
Ice,11,"Thriller, Action, Science Fiction",5.6,en
Jackass 3.5,11,"Comedy, Documentary, Action",6.33,en
Too Big to Fail,11,"Drama, TV Movie",7,en
The Day,11,"Action, Drama, Horror, Science Fiction",5.1,en
Take Me Home,11,"Drama, Comedy, Romance",6.5,en
Cedar Rapids,11,Comedy,5.9,en
Anonymous,11,"Drama, History, Thriller",6.4,en
Beginners,11,"Drama, Romance, Comedy",6.848,en
Michael Jackson: The Life of an Icon,11,"Documentary, Music",7.8,en
Hell,11,"Horror, Science Fiction, Thriller, Mystery",5.6,de
Miss Bala,11,"Drama, Action",6.641,es
Ages of Love,11,"Romance, Comedy, Drama",5.261,it
The Strange Thing About the Johnsons,11,"Drama, Horror",6.9,en
The Double,11,"Action, Drama, Crime",5.797,en
From Prada to Nada,11,"Comedy, Drama, Romance",5.5,en
Fairy Tail: Phoenix Priestess,11,"Animation, Action, Adventure, Comedy, Fantasy",7.25,ja
Love Is All You Need,11,"Comedy, Romance, Drama",6,da
Safety Not Guaranteed,11,"Comedy, Romance, Science Fiction",6.785,en
Hannah Arendt,11,Drama,6.9,de
Aftershock,11,"Horror, Thriller",5.1,es
Cool Kids Don't Cry,11,"Family, Romance, Drama",8,nl
Broken,11,Drama,6.924,en
The Angels' Share,11,"Drama, Comedy",6.952,en
Hit & Run,11,"Action, Comedy, Romance",5.699,en
Sen Kimsin?,11,"Comedy, Crime",4.757,tr
Pieta,11,Drama,7.1,ko
A Letter to Momo,11,"Comedy, Fantasy, Animation, Drama, Family",7.4,ja
At Any Price,11,"Drama, Thriller",5.4,en
Arbitrage,11,"Drama, Thriller",6.315,en
Painless,11,"Drama, Horror, Thriller",6.2,ca
Dragon Eyes,11,Action,5.2,en
Saints and Soldiers: Airborne Creed,11,"War, Drama, Action",5.3,en
It's a SpongeBob Christmas!,11,"Family, Animation, Comedy, TV Movie",7,en
Side by Side,11,Documentary,7.3,en
"\"Maggie Simpson in \"\"The Longest Daycare\"\"\"",11,"Animation, Drama, Family, Comedy",6.9,en
Haute Cuisine,11,"Comedy, Drama",6.2,fr
2 + 2,11,Comedy,6.6,es
Girl Most Likely,11,Comedy,5.6,en
StreetDance 2,11,"Music, Romance, Drama",6.2,en
A Simple Life,11,Drama,7.479,cn
Grimm's Snow White,11,Fantasy,5.6,en
Whatcha Wearin'?,11,"Romance, Drama, Comedy",6.9,ko
Interview with a Hitman,11,"Action, Thriller",5.2,en
Rise of the Zombies,11,"Action, Horror, Thriller",4.3,en
Robot & Frank,11,"Science Fiction, Comedy, Drama, Crime",6.9,en
Measuring the World,11,Drama,6.5,de
Bekas,11,Drama,7.505,ku
Beyond the Hills,11,"Drama, Romance",7.1,ro
Bel Ami,11,"Romance, Drama",5.3,en
Abraham Lincoln vs. Zombies,11,"Horror, Action, Thriller",3.8,en
To Rome with Love,11,"Comedy, Romance",5.8,en
Talaash,11,"Crime, Drama, Thriller",6.8,hi
Ghost Recon: Alpha,11,"Action, Science Fiction, Thriller, War",7.13,en
Beyond Outrage,11,"Action, Crime",7.034,ja
Time Travel Mater,11,"Animation, Family",6.019,en
Foodfight!,11,"Adventure, Comedy, Action, Animation, Family, War",1.899,en
Smiley,11,Horror,4.3,en
The Tall Man,11,"Horror, Mystery, Thriller",6,en
Student of the Year,11,"Comedy, Drama, Romance",5.7,hi
Populaire,11,"Comedy, Romance",6.625,fr
Kiss of the Damned,11,"Thriller, Horror, Romance",5.1,en
The Assassins,11,"Drama, History",5.686,zh
Dracula 3D,11,Horror,3.4,en
Starlet,11,Drama,6.8,en
Celeste & Jesse Forever,11,"Comedy, Drama, Romance",6.4,en
Phantom,11,Thriller,5.9,en
The Berlin File,11,"Action, Thriller, Crime",6.7,ko
Ghost in the Shell: Arise - Border 2: Ghost Whispers,11,"Action, Animation, Science Fiction, Thriller",7.1,ja
Siberian Education,11,"Drama, Crime",6.8,en
Closed Circuit,11,"Mystery, Drama, Crime, Thriller",5.9,en
Temptation: Confessions of a Marriage Counselor,11,Drama,6.6,en
In a World...,11,Comedy,6.338,en
Lovestruck: The Musical,11,"Comedy, Fantasy, Romance, Music, TV Movie",6.6,en
Krrish 3,11,"Action, Science Fiction",5.6,hi
Jobs,11,"Drama, History",6.1,en
Zulu,11,"Crime, Drama, Thriller",6.7,en
Getaway,11,"Action, Crime",5.1,en
A Single Shot,11,"Drama, Crime, Thriller",5.687,en
Super Buddies,11,"Family, Comedy",5.9,en
100 Degrees Below Zero,11,"Action, Science Fiction",4.3,en
"Secretly, Greatly",11,"Action, Drama, Comedy",7,ko
Mr. Morgan's Last Love,11,"Drama, Comedy",6.66,en
Ain't Them Bodies Saints,11,"Crime, Drama, Romance, Western",6.1,en
Bayonetta: Bloody Fate,11,"Animation, Action, Fantasy",6.7,ja
Very Good Girls,11,Drama,5.8,en
Tangerines,11,"Drama, War",7.679,et
To the Wonder,11,"Drama, Romance",5.8,en
Charlie Countryman,11,"Action, Comedy, Drama, Romance, Thriller",6.4,en
Return to Nim's Island,11,"Family, Adventure",6.5,en
Chennai Express,11,"Romance, Comedy, Action",6.5,hi
Doctor Who: The Time of the Doctor,11,"Drama, Science Fiction, TV Movie",8.1,en
The Lunchbox,11,"Drama, Romance",7.3,hi
009-1: The End of the Beginning,11,"Action, Science Fiction",5.8,ja
After the Dark,11,"Drama, Fantasy, Science Fiction, Thriller",6.093,en
I Give It a Year,11,"Comedy, Romance",5.5,en
Hell Baby,11,"Comedy, Horror",5.141,en
Phineas and Ferb: Mission Marvel,11,"Animation, Family, Comedy, TV Movie, Action, Adventure, Science Fiction, Music",6.5,en
Hammer of the Gods,11,"History, Action, Adventure",4.4,en
How I Live Now,11,"Drama, Action, Thriller, War",6.7,en
Green Street 3: Never Back Down,11,"Action, Drama",5.4,en
Hal,11,"Animation, Romance",7,ja
Hansel and Gretel Get Baked,11,"Horror, Comedy",5.152,en
Filth,11,"Crime, Drama, Comedy",6.865,en
Sharknado,11,"Science Fiction, Action, Comedy, Horror, TV Movie",3.918,en
The Lifeguard,11,"Drama, Comedy, Romance",5.458,en
The Mafia Kills Only in Summer,11,"Romance, Comedy, Crime, Drama",7.328,it
The Numbers Station,11,"Action, Thriller",5.516,en
Get a Horse!,11,"Animation, Family, Comedy",7.612,en
Drishyam,11,"Thriller, Crime, Drama, Family",7.61,ml
Cannibal,11,"Drama, Thriller",5.8,es
Pixie Hollow Bake Off,11,"Animation, Comedy",7,en
Afternoon Delight,11,"Comedy, Drama",5.8,en
Bounty Killer,11,"Action, Science Fiction",5.7,en
Firestorm,11,"Action, Thriller, Crime",6.2,zh
Touchless,11,Drama,3.5,cs
Goliyon Ki Raasleela Ram-Leela,11,"Drama, Romance",6.9,hi
The Last Days,11,"Science Fiction, Adventure, Thriller",6.1,es
"Papita, maní, tostón",11,"Comedy, Romance",7.7,es
The Duke of Burgundy,11,"Drama, Mystery, Romance",6.4,en
Jacky in the Kingdom of Women,11,Comedy,5.6,fr
Starry Eyes,11,Horror,6.043,en
Giovanni's Island,11,"Animation, Drama, History",7.5,ja
Moms' Night Out,11,Comedy,5.6,en
Draft Day,11,Drama,6.7,en
Cabin Fever: Patient Zero,11,Horror,5,en
That Awkward Moment,11,"Comedy, Romance",6.1,en
New Initial D the Movie - Legend 1: Awakening,11,"Animation, Action",8,ja
SlugTerra: Return of the Elementals,11,"Family, Animation, Adventure",6.9,en
Winx Club: The Mystery of the Abyss,11,"Family, Fantasy, Animation",7.4,it
The Grand Seduction,11,Comedy,6.7,en
Petals on the Wind,11,"TV Movie, Romance, Thriller",6.6,en
Phoenix,11,Drama,6.9,de
Superchondriac,11,Comedy,5.501,fr
White Bird in a Blizzard,11,"Thriller, Drama",6.173,en
The Water Diviner,11,"War, Drama",6.8,en
Burnout,11,"Action, Comedy",6.4,no
Locke,11,"Drama, Thriller",6.909,en
The Road Within,11,"Comedy, Drama",6.9,en
The Incident,11,"Thriller, Science Fiction, Horror",6.9,es
The Snow Queen 2: Refreeze,11,"Fantasy, Family, Animation, Adventure",6.4,ru
Born to Race: Fast Track,11,Action,6.5,en
Marvel Studios: Assembling a Universe,11,"Documentary, TV Movie",6.9,en
In the Name of the King III,11,"Action, Adventure, Drama, Fantasy",3.6,en
"Electric Boogaloo: The Wild, Untold Story of Cannon Films",11,Documentary,7.2,en
Beethoven's Treasure Tail,11,"Family, Comedy, Adventure, Action",5.8,en
5 to 7,11,"Comedy, Romance",7.2,en
Indigenous,11,Horror,5.869,en
Wyrmwood: Road of the Dead,11,"Horror, Action, Comedy",6.061,en
Alien Abduction,11,"Horror, Science Fiction, Thriller",5.9,en
Get Santa,11,"Comedy, Family",6,en
Welcome to Me,11,"Comedy, Drama",5.843,en
Only You,11,"Action, Drama, Romance",7.4,tr
The Two Faces of January,11,Thriller,5.84,en
Colt 45,11,"Drama, Thriller, Action, Crime",5.668,fr
Honeymoon,11,"Horror, Science Fiction",5.395,en
Life After Beth,11,"Romance, Comedy, Horror",5.5,en
Love Match,11,"Romance, Comedy",4.4,ko
The Normal Heart,11,Drama,7.8,en
Messi,11,Documentary,7.5,es
Jarhead 2: Field of Fire,11,"War, Action",6.2,en
Tom and Jerry: The Lost Dragon,11,"Animation, Comedy, Family, Fantasy",6,en
Lava,11,"Animation, Family",7.263,en
And So It Goes,11,"Comedy, Drama, Romance",6.028,en
Late Phases,11,"Horror, Thriller",6,en
Effie Gray,11,Drama,5.9,en
Dolphin Tale 2,11,"Family, Drama",6.9,en
The Keeping Room,11,"Western, Drama",5.8,en
A Wife's Nightmare,11,"Drama, Thriller, Mystery, TV Movie",6.4,en
In the Blood,11,"Action, Crime, Thriller",5.8,en
Kajaki,11,"Thriller, War, Adventure, Drama",6.6,en
Yellowbird,11,"Animation, Family, Comedy",5.1,en
A Royal Night Out,11,"Comedy, Drama, Romance",6.5,en
Hitting the Apex,11,Documentary,7.7,en
Little Witch Academia: The Enchanted Parade,11,"Action, Animation, Fantasy, Comedy",7.2,ja
David and Goliath,11,"Action, Adventure, Drama, Fantasy",5.8,en
The Perfect Guy,11,"Drama, Thriller",5.7,en
The Silenced,11,"Horror, Thriller, Mystery",6.5,ko
Assassination Classroom,11,"Action, Adventure, Comedy, Science Fiction",7.3,ja
Retribution,11,"Thriller, Drama",6.722,es
Captive,11,"Crime, Drama, Thriller",5.709,en
Backtrack,11,"Mystery, Horror, Thriller",5.8,en
The Gunman,11,"Action, Drama, Crime",5.74,en
The Assassin,11,"Drama, Action, History",6.4,zh
Secret in Their Eyes,11,"Thriller, Mystery, Crime",6.4,en
The Second Best Exotic Marigold Hotel,11,"Drama, Comedy",6.423,en
Danny Collins,11,"Music, Comedy, Drama",6.8,en
Z for Zachariah,11,"Drama, Romance, Science Fiction",5.7,en
Criminal Activities,11,"Thriller, Crime, Drama",5.9,en
Miss You Already,11,"Comedy, Drama",7.4,en
The Gallows,11,"Horror, Thriller",4.922,en
War Pigs,11,"War, Action",4.9,en
Deathgasm,11,"Comedy, Horror, Music",6.308,en
Demonic,11,"Thriller, Horror",5.3,en
Tag,11,"Action, Fantasy, Horror, Drama, Science Fiction, Thriller, Mystery",6.506,ja
A Perfect Day,11,"Comedy, Drama, War",6.7,en
Victoria,11,"Crime, Thriller, Romance",7.6,de
Summertime,11,"Drama, Romance",6.7,fr
She's Funny That Way,11,"Comedy, Romance",5.9,en
Digimon Adventure tri. Part 1: Reunion,11,"Adventure, Action, Animation, Drama, Family, Fantasy, Science Fiction",6.7,ja
Some Kind of Beautiful,11,"Comedy, Romance",5.656,en
Equals,11,"Drama, Romance, Science Fiction",6.119,en
Samurai Cop 2: Deadly Vengeance,11,"Action, Comedy, Crime, Thriller",3.7,en
The D Train,11,"Comedy, Drama",4.87,en
Full Out,11,"History, Drama, Family",7.3,en
45 Years,11,"Drama, Romance",6.602,en
LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,11,"Action, Adventure, Animation, Family, Comedy",6.252,en
The Rezort,11,Horror,5.5,en
The Benefactor,11,Drama,4.9,en
Dope,11,"Crime, Drama, Comedy",7.066,en
Good Kill,11,"Drama, Thriller, War",6,en
Jane Got a Gun,11,"Western, Action, Drama",5.8,en
Yakuza Apocalypse,11,"Action, Horror",5.973,ja
Suburra,11,"Crime, Drama, Thriller",7.297,it
400 Days,11,"Mystery, Science Fiction, Thriller",4.3,en
Lady Macbeth,11,Drama,6.6,en
Baaghi,11,"Action, Thriller, Romance, Adventure",6.4,hi
Viral,11,"Drama, Horror, Science Fiction",5.6,en
Bad Santa 2,11,"Comedy, Crime, Mystery",5.4,en
Into the Forest,11,"Drama, Science Fiction",5.8,en
Holidays,11,"Comedy, Horror",4.941,en
Trespass Against Us,11,"Action, Crime, Drama",5.8,en
A Hologram for the King,11,"Comedy, Drama",5.8,en
The Late Bloomer,11,"Comedy, Drama, Romance",5.5,en
The Thinning,11,"Thriller, Drama, Horror",6.701,en
Lake Bodom,11,Horror,5.3,fi
Julieta,11,"Drama, Romance",6.983,es
Life on the Line,11,"Drama, Action, Thriller",5.7,en
Inner Workings,11,"Animation, Family, Comedy",7.8,en
Yoga Hosers,11,"Comedy, Fantasy, Horror, Action, Mystery",4.6,en
The Dancer,11,"Drama, History",6.6,fr
The Love Machine,11,"Drama, Thriller, Horror",4.781,en
The Monster,11,"Horror, Drama",5.5,en
Boo! A Madea Halloween,11,Comedy,5.8,en
The Trust,11,"Thriller, Drama, Crime",5.2,en
The Sea of Trees,11,Drama,6.2,en
Eternity,11,"Drama, Romance",5.7,fr
Paris 05:59 / Théo & Hugo,11,"Drama, Romance",6.7,fr
To Steal from a Thief,11,"Crime, Thriller",6.24,es
The Birth of a Nation,11,Drama,6.5,en
Norm of the North,11,"Adventure, Animation, Comedy, Family",4.6,en
Batman: Return of the Caped Crusaders,11,"Action, Animation, Adventure, Crime, Science Fiction, Family",6.446,en
The Young Messiah,11,Drama,6.4,en
The Curse of Sleeping Beauty,11,"Fantasy, Horror",5.1,en
Jackie,11,Drama,6.456,en
I.T.,11,Thriller,5.4,en
Barbie: Star Light Adventure,11,"Animation, Family, Science Fiction",7,en
Blue Mountain State: The Rise of Thadland,11,Comedy,5.614,en
Boy Missing,11,"Mystery, Thriller",6.481,es
The Swap,11,"Comedy, TV Movie",6.7,en
Cabin Fever,11,Horror,4.7,en
Pandemic,11,"Action, Science Fiction, Horror",5.1,en
Well,11,Drama,5.665,hu
The Bronze,11,"Drama, Comedy",6.041,en
Term Life,11,"Thriller, Drama, Action, Mystery",6,en
Clash,11,"Thriller, Drama",7.5,ar
Sword Master,11,Action,6.4,zh
Shut In,11,"Drama, Thriller",5.3,en
The Fury of a Patient Man,11,Thriller,6.574,es
Equity,11,Drama,5.6,en
Here Alone,11,"Horror, Thriller, Science Fiction",5.507,en
Contract to Kill,11,"Adventure, Action",4.6,en
High Strung,11,"Music, Romance, Drama",7.1,en
Ozzy,11,"Animation, Family",5.9,es
The Duelist,11,"Adventure, Action, Drama",6.3,ru
The 9th Life of Louis Drax,11,"Mystery, Thriller",6.4,en
Pavada,11,"Comedy, Drama",5.8,ml
Adulterers,11,"Thriller, Crime, Drama",6.085,en
Manhunt,11,"Action, Thriller, Crime, Adventure",5.6,zh
Gintama,11,"Action, Comedy, Science Fiction",6.819,ja
Femdom:  Female Dominance,11,,5.6,es
Just Getting Started,11,"Action, Comedy",4.9,en
Faster Than Light: the Dream of Interstellar Flight,11,Documentary,6,en
Midnight Runners,11,"Comedy, Action, Crime",7.5,ko
Inconceivable,11,"Crime, Drama, Thriller",5.6,en
Barbie Video Game Hero,11,"Animation, Family, Science Fiction",6.9,en
Mom,11,"Crime, Drama, Thriller",7.6,hi
Tiger Zinda Hai,11,"Action, Adventure, Thriller",6.1,hi
An Inconvenient Sequel: Truth to Power,11,Documentary,6.6,en
I Kill Giants,11,"Fantasy, Drama",6.2,en
Skins,11,"Drama, Comedy",6.4,es
Three Christs,11,Drama,6.7,en
Ajin: Demi-Human,11,"Action, Horror, Mystery",7.4,ja
Tehran Taboo,11,"Drama, Animation",7.1,fa
Film Stars Don't Die in Liverpool,11,"Romance, Drama",6.4,en
Chained - The Seduction of Two Women,11,"Drama, Romance",6.3,ko
Crash Pad,11,Comedy,5.601,en
Mersal,11,"Thriller, Action, Crime",7.2,ta
"Mektoub, My Love: Canto Uno",11,"Romance, Drama",6.713,fr
Creep 2,11,Horror,6.3,en
David Lynch: The Art Life,11,Documentary,6.9,en
Rememory,11,"Science Fiction, Drama, Mystery",6.1,en
Sister-in-law's Seduction,11,Romance,0,ko
Haikyuu!! Movie 4: Battle of Concepts,11,"Animation, Drama",8.1,ja
Salyut-7,11,"Action, Drama, Adventure",7.1,ru
M.F.A.,11,Thriller,6.2,en
The Spacewalker,11,"Adventure, Drama, History, Thriller",7,ru
Gnome Alone,11,"Family, Adventure, Animation, Comedy, Fantasy",6.05,en
The Bookshop,11,Drama,6.488,en
Happy End,11,Drama,6.2,fr
Torchlighters: The Adoniram and Ann Judson Story,11,Animation,0,en
Lupin the Third: Goemon's Blood Spray,11,"Animation, Action, Crime, Drama",7.8,ja
Vixen: The Movie,11,"Action, Animation",6.8,en
Victoria & Abdul,11,"Drama, History",6.9,en
Tragedy Girls,11,"Horror, Comedy",6,en
Voice from the Stone,11,"Mystery, Thriller, Drama, Romance",5.6,en
Sweet Virginia,11,"Drama, Thriller",5.8,en
"#realityhigh",11,Comedy,6.291,en
2036: Nexus Dawn,11,"Science Fiction, Thriller",6.9,en
Sleeping Beauties,11,"Fantasy, Comedy",5,en
Young Sister-in-Law 3,11,Romance,6.5,ko
Windstorm 3,11,"Family, Adventure",7.4,de
C'est la vie!,11,Comedy,7,fr
1987: When the Day Comes,11,"Drama, History, Thriller",8.101,ko
Faces Places,11,Documentary,7.7,fr
Dead Again in Tombstone,11,"Western, Action, Fantasy, Horror",4.9,en
Black Butterfly,11,"Thriller, Mystery, Drama",6.2,en
The Fortress,11,"War, Drama, History, Action",6.737,ko
Hindi Medium,11,"Comedy, Drama",7.3,hi
God: Serengeti,11,Comedy,6.7,en
Awakening the Zodiac,11,"Crime, Drama, Mystery, Thriller",5.2,en
Promise at Dawn,11,"Drama, Romance, History, War",7.279,fr
Woman Walks Ahead,11,"Drama, History, Western",6.7,en
The Tank,11,"Science Fiction, Thriller",5.2,en
The Humanity Bureau,11,"Science Fiction, Thriller",4.8,en
Closest Love to Heaven,11,"Romance, Drama",7.7,ja
Corpse Prison: Part 2,11,"Horror, Thriller",6.385,ja
You Get Me,11,"Thriller, Romance, Drama",5.6,en
Schoolmistress,11,Romance,7.3,ko
Le Brio,11,"Drama, Comedy",7,fr
Killing Salazar,11,"Crime, Action, Adventure, Thriller",5,en
Rendel,11,"Action, Fantasy, Crime",5.53,fi
Sister of Mine,11,"Drama, Thriller",5.3,es
Wakefield,11,Drama,6.2,en
Christmas Getaway,11,"Romance, TV Movie",7,en
Puppy!,11,"Family, Fantasy, Animation, Comedy",6.425,en
Holy Camp!,11,"Comedy, Romance",6.8,es
Studio 54,11,Documentary,6.4,en
Border,11,"Fantasy, Drama, Crime",6.7,sv
Psychokinesis,11,"Fantasy, Action",6.246,ko
The Little Witch,11,"Family, Comedy, Drama",7,de
The Negotiation,11,"Crime, Action, Thriller",7,ko
Traffik,11,"Horror, Thriller",6.137,en
The Captain,11,"War, Drama, History",7.2,de
The Resistance Banker,11,"War, Drama",6.7,nl
Mirai,11,"Animation, Family, Fantasy, Adventure, Drama",7.2,ja
The Emperor of Paris,11,"Drama, Crime, Thriller",6.3,fr
Sorry Angel,11,"Comedy, Drama, Romance",6.9,fr
Checkered Ninja,11,"Animation, Comedy, Adventure, Fantasy",7.4,da
Air Strike,11,"Action, Drama, War, History",5,en
A Fortunate Man,11,Drama,6.8,da
"Don't Worry, He Won't Get Far on Foot",11,"Comedy, Drama",6.7,en
Breaking & Exiting,11,"Comedy, Drama, Romance",6.1,en
Fumiko's Legs,11,Drama,4,ja
The Invisible Boy: Second Generation,11,Fantasy,6.4,it
The Pool,11,"Thriller, Horror",5.976,th
Vox Lux,11,"Drama, Music",5.8,en
Amateur,11,Drama,6.374,en
Dying to Survive,11,"Drama, Comedy",8.104,zh
Zoo,11,"Family, War, History",6.7,en
Shadow,11,"Action, War",6.7,zh
Proud Mary,11,"Thriller, Action, Crime",5.492,en
Balloon,11,"Thriller, Drama, History",7.5,de
The Tale,11,"Drama, Mystery",7.088,en
Secret Love: My Friend's Mom,11,Romance,7.2,ko
Boy Erased,11,Drama,7,en
Heavy Trip,11,"Comedy, Music",6.9,fi
Sabrina,11,"Horror, Thriller",5.4,id
Beirut,11,"Action, Thriller, Drama",6.3,en
Romance: Mother's Friend,11,Romance,5,ko
Between Worlds,11,"Mystery, Thriller, Fantasy",5.1,en
The Catcher Was a Spy,11,"Drama, War, Thriller",6.184,en
Christmas Made to Order,11,"TV Movie, Romance",6.1,en
American Woman,11,Drama,6.4,en
Little Tickles,11,"Drama, Comedy",7.4,fr
The Purity of Vengeance,11,"Crime, Thriller, Mystery, Drama",7.2,da
Your Son,11,"Drama, Thriller",5.7,es
10x10,11,"Drama, Mystery, Thriller",5.2,en
Belleville Cop,11,"Comedy, Crime",5,fr
The Wife,11,Drama,7.1,en
Paskal,11,"Action, War, Drama, History, Adventure, Crime",7.644,ms
Bao,11,"Animation, Family, Fantasy",7.57,en
Cut Off,11,"Thriller, Crime, Horror, Mystery",6.6,de
The Extraordinary Journey of the Fakir,11,"Comedy, Adventure, Drama",6.9,en
Cam,11,"Horror, Mystery",5.8,en
After My Death,11,"Drama, Mystery",7.2,ko
The Vanishing of Sidney Hall,11,"Drama, Mystery, Romance",6.7,en
Delirium,11,"Horror, Thriller",5.7,en
All Is True,11,"Drama, History",6.1,en
Ratsasan,11,"Thriller, Crime, Mystery",7.401,ta
Speed Kills,11,"Crime, Drama, Thriller",5.5,en
Perdida,11,"Drama, Mystery, Crime",6.2,es
The Sun Is Also a Star,11,"Romance, Drama",7,en
Troop Zero,11,"Comedy, Drama, Family",6.9,en
Trick,11,"Thriller, Horror",5.8,en
Sheep Without a Shepherd,11,"Crime, Drama",7.6,zh
To Your Last Death,11,"Animation, Horror",5.8,en
Arctic Dogs,11,"Animation, Adventure, Comedy",6.1,en
Beauty Salon: Special Service 3,11,Romance,5.636,ko
Corpus Christi,11,Drama,7.6,pl
The Kitchen,11,"Action, Crime, Drama",6.1,en
Lunana: A Yak in the Classroom,11,Drama,7.5,dz
Close to the Horizon,11,"Romance, Drama",7.8,de
Motherless Brooklyn,11,"Drama, Thriller",6.681,en
Zombie Tidal Wave,11,"Action, Adventure, Science Fiction, Horror, Thriller",4.482,en
First Love,11,"Crime, Action, Comedy",6.7,ja
An Affair to Die For,11,"Thriller, Horror",5.9,en
Jay and Silent Bob Reboot,11,"Comedy, Action, Adventure",5.7,en
Teen Spirit,11,"Music, Drama",6.1,en
Rattlesnake,11,"Thriller, Drama, Mystery, Horror",5.2,en
1BR,11,"Thriller, Drama, Horror",6.013,en
Paradise Hills,11,"Fantasy, Science Fiction, Thriller",6,en
